method,replicate,n,p,density,top_k,candidate_count,candidate_recall,edge_overlap_vs_sparcc,sign_accuracy_vs_truth,auroc_vs_truth,recall_at_K_vs_truth,wallclock_seconds,peak_bytes,fallback_reason,calibration_method
pearson_clr,0,500,1000,0.02,10,499500,1.0,0.9821428571428571,0.8324324324324325,0.6896192349731604,0.07837837837837838,0.008310958000947721,16579808,,
pearson_raw,0,500,1000,0.02,10,499500,1.0,0.0769147846709427,0.8671671671671671,0.6244790583314822,0.12152152152152153,0.004360958000688697,20013216,,
spieceasi_mb,0,500,1000,0.02,10,499500,1.0,0.15846234127674377,0.39329329329329327,0.6673962283257292,0.22192192192192192,4.655523625000569,33089640,,
spieceasi_glasso,0,500,1000,0.02,10,499500,1.0,0.08681462140992167,0.551051051051051,0.6805111365578976,0.22402402402402402,7.769295875001262,48124634,,
falcon_sr_strict,0,500,1000,0.02,10,499500,1.0,0.998,0.8341341341341342,0.6905675199826494,0.07997997997997998,0.09512449999965611,64027448,,
falcon_sr_fast,0,500,1000,0.02,10,16001,0.21731731731731732,0.46771468449276427,0.9894058037770612,0.5942585792264042,0.13033033033033034,0.05695299999933923,48018864,,
falcon_sr_fast_calibrated,0,500,1000,0.02,10,16001,0.21731731731731732,0.46771468449276427,0.9894058037770612,0.5942585792264042,0.13033033033033034,1.419759124999473,73089827,,permutation_base_only
sparcc_py,1,500,1000,0.02,10,499500,1.0,1.0,0.8268268268268268,0.684485715721237,0.06506506506506507,0.008462791998681496,44157832,,
pearson_clr,1,500,1000,0.02,10,499500,1.0,0.9827329562369753,0.8254254254254254,0.6836777174715113,0.06296296296296296,0.005925875000684755,16579704,,
pearson_raw,1,500,1000,0.02,10,499500,1.0,0.06497521454080273,0.8400400400400401,0.6022997678481734,0.11071071071071072,0.0037774169995827833,20013184,,
spieceasi_mb,1,500,1000,0.02,10,499500,1.0,0.14834185872751307,0.3725725725725726,0.6568463626135583,0.21081081081081082,4.613032708999526,33094024,,
spieceasi_glasso,1,500,1000,0.02,10,499500,1.0,0.0783096767229748,0.5393393393393393,0.6747083897241197,0.2105105105105105,19.150860042000204,48123371,,
falcon_sr_strict,1,500,1000,0.02,10,499500,1.0,0.9981998199819982,0.8268268268268268,0.6844858895380845,0.06506506506506507,0.12154062499939755,64027400,,
falcon_sr_fast,1,500,1000,0.02,10,15982,0.20810810810810812,0.43359403027911314,0.9918229918229918,0.5894511200338456,0.11821821821821822,0.06840104199909547,48017872,,
falcon_sr_fast_calibrated,1,500,1000,0.02,10,15982,0.20810810810810812,0.43359403027911314,0.9918229918229918,0.5894511200338456,0.11821821821821822,1.6968259580007725,73086099,,permutation_base_only
sparcc_py,2,500,1000,0.02,10,499500,1.0,1.0,0.8358358358358359,0.6968781541239714,0.08368368368368369,0.009046292001585243,44157832,,
pearson_clr,2,500,1000,0.02,10,499500,1.0,0.9791976225854383,0.8342342342342343,0.6961368101365242,0.08068068068068068,0.007233790998725453,16579704,,
pearson_raw,2,500,1000,0.02,10,499500,1.0,0.0769147846709427,0.8564564564564564,0.6313387475849939,0.11561561561561562,0.004569708999042632,20013136,,
spieceasi_mb,2,500,1000,0.02,10,499500,1.0,0.1644035200186491,0.3926926926926927,0.6675711607707889,0.22602602602602603,5.556686207999519,33089400,,
spieceasi_glasso,2,500,1000,0.02,10,499500,1.0,0.09180327868852459,0.5593593593593593,0.6854148188146472,0.22532532532532532,10.873205583000527,48117299,,
falcon_sr_strict,2,500,1000,0.02,10,499500,1.0,0.9981998199819982,0.8358358358358359,0.6968762192357216,0.08358358358358359,0.1167663750002248,64027400,,
falcon_sr_fast,2,500,1000,0.02,10,15726,0.22382382382382382,0.4594594594594595,0.9874776386404294,0.5978545250731723,0.13553553553553555,0.07918283399885695,48017872,,
falcon_sr_fast_calibrated,2,500,1000,0.02,10,15726,0.22382382382382382,0.4594594594594595,0.9874776386404294,0.5978545250731723,0.13553553553553555,2.08732450000025,73072760,,permutation_base_only
sparcc_py,0,500,1000,0.02,25,499500,1.0,1.0,0.8340340340340341,0.6905686293431181,0.08008008008008008,0.0074882079989038175,44157944,,
pearson_clr,0,500,1000,0.02,25,499500,1.0,0.9821428571428571,0.8324324324324325,0.6896192349731604,0.07837837837837838,0.005562083000768325,16579808,,
pearson_raw,0,500,1000,0.02,25,499500,1.0,0.0769147846709427,0.8671671671671671,0.6244790583314822,0.12152152152152153,0.0034148750000895234,20013656,,
spieceasi_mb,0,500,1000,0.02,25,499500,1.0,0.15846234127674377,0.39329329329329327,0.6673962283257292,0.22192192192192192,6.942452540999511,33103136,,
spieceasi_glasso,0,500,1000,0.02,25,499500,1.0,0.08681462140992167,0.551051051051051,0.6805111365578976,0.22402402402402402,13.92043166700023,48122399,,
falcon_sr_strict,0,500,1000,0.02,25,499500,1.0,0.998,0.8341341341341342,0.6905675199826494,0.07997997997997998,0.21282779200009827,64027448,,
falcon_sr_fast,0,500,1000,0.02,25,38034,0.33183183183183185,0.8484596169858452,0.9791855203619909,0.630899291459137,0.08668668668668669,0.16658450000068115,48017976,,
falcon_sr_fast_calibrated,0,500,1000,0.02,25,38034,0.33183183183183185,0.8484596169858452,0.9791855203619909,0.630899291459137,0.08668668668668669,2.221061166999789,74248027,,permutation_base_only
sparcc_py,1,500,1000,0.02,25,499500,1.0,1.0,0.8268268268268268,0.684485715721237,0.06506506506506507,0.012368292000246583,44157832,,
pearson_clr,1,500,1000,0.02,25,499500,1.0,0.9827329562369753,0.8254254254254254,0.6836777174715113,0.06296296296296296,0.008163083999534138,16579704,,
pearson_raw,1,500,1000,0.02,25,499500,1.0,0.06497521454080273,0.8400400400400401,0.6022997678481734,0.11071071071071072,0.006167874998936895,20013136,,
spieceasi_mb,1,500,1000,0.02,25,499500,1.0,0.14834185872751307,0.3725725725725726,0.6568463626135583,0.21081081081081082,8.244261791000099,33089400,,
spieceasi_glasso,1,500,1000,0.02,25,499500,1.0,0.0783096767229748,0.5393393393393393,0.6747083897241197,0.2105105105105105,21.688024667000718,48123171,,
falcon_sr_strict,1,500,1000,0.02,25,499500,1.0,0.9981998199819982,0.8268268268268268,0.6844858895380845,0.06506506506506507,0.13768291599990334,64027400,,
falcon_sr_fast,1,500,1000,0.02,25,38153,0.32182182182182184,0.8032490974729242,0.9813374805598756,0.6253380391075228,0.07467467467467467,0.0879741249991639,48017872,,
falcon_sr_fast_calibrated,1,500,1000,0.02,25,38153,0.32182182182182184,0.8032490974729242,0.9813374805598756,0.6253380391075228,0.07467467467467467,2.284530540999185,74264484,,permutation_base_only
sparcc_py,2,500,1000,0.02,25,499500,1.0,1.0,0.8358358358358359,0.6968781541239714,0.08368368368368369,0.0123490000005404,44157832,,
pearson_clr,2,500,1000,0.02,25,499500,1.0,0.9791976225854383,0.8342342342342343,0.6961368101365242,0.08068068068068068,0.008654708000904066,16579704,,
pearson_raw,2,500,1000,0.02,25,499500,1.0,0.0769147846709427,0.8564564564564564,0.6313387475849939,0.11561561561561562,0.006248833000427112,20013184,,
spieceasi_mb,2,500,1000,0.02,25,499500,1.0,0.1644035200186491,0.3926926926926927,0.6675711607707889,0.22602602602602603,5.553331375000198,33094024,,
spieceasi_glasso,2,500,1000,0.02,25,499500,1.0,0.09180327868852459,0.5593593593593593,0.6854148188146472,0.22532532532532532,7.587815791001049,48117405,,
falcon_sr_strict,2,500,1000,0.02,25,499500,1.0,0.9981998199819982,0.8358358358358359,0.6968762192357216,0.08358358358358359,0.09811325000009674,64027400,,
falcon_sr_fast,2,500,1000,0.02,25,37508,0.3353353353353353,0.8264923667611299,0.9782089552238806,0.6333892817047401,0.0920920920920921,0.0643430839991197,48017872,,
falcon_sr_fast_calibrated,2,500,1000,0.02,25,37508,0.3353353353353353,0.8264923667611299,0.9782089552238806,0.6333892817047401,0.0920920920920921,1.3244375419999415,74219335,,permutation_base_only
sparcc_py,0,500,1000,0.02,50,499500,1.0,1.0,0.8340340340340341,0.6905686293431181,0.08008008008008008,0.007250874999954249,44158008,,
pearson_clr,0,500,1000,0.02,50,499500,1.0,0.9821428571428571,0.8324324324324325,0.6896192349731604,0.07837837837837838,0.00527637499908451,16579808,,
pearson_raw,0,500,1000,0.02,50,499500,1.0,0.0769147846709427,0.8671671671671671,0.6244790583314822,0.12152152152152153,0.003382749999218504,20013264,,
spieceasi_mb,0,500,1000,0.02,50,499500,1.0,0.15846234127674377,0.39329329329329327,0.6673962283257292,0.22192192192192192,5.310763166999095,33102000,,
spieceasi_glasso,0,500,1000,0.02,50,499500,1.0,0.08681462140992167,0.551051051051051,0.6805111365578976,0.22402402402402402,10.247212750000472,48122258,,
falcon_sr_strict,0,500,1000,0.02,50,499500,1.0,0.998,0.8341341341341342,0.6905675199826494,0.07997997997997998,0.11631866700008686,64027448,,
falcon_sr_fast,0,500,1000,0.02,50,71417,0.4335335335335335,0.998,0.9695220503347957,0.652938493436134,0.07997997997997998,0.10144966699954239,48017976,,
falcon_sr_fast_calibrated,0,500,1000,0.02,50,71417,0.4335335335335335,0.998,0.9695220503347957,0.652938493436134,0.07997997997997998,1.6990830419999838,76020798,,permutation_base_only
sparcc_py,1,500,1000,0.02,50,499500,1.0,1.0,0.8268268268268268,0.684485715721237,0.06506506506506507,0.009052375000464963,44157832,,
pearson_clr,1,500,1000,0.02,50,499500,1.0,0.9827329562369753,0.8254254254254254,0.6836777174715113,0.06296296296296296,0.006701042000713642,16579704,,
pearson_raw,1,500,1000,0.02,50,499500,1.0,0.06497521454080273,0.8400400400400401,0.6022997678481734,0.11071071071071072,0.004218624999339227,20013136,,
spieceasi_mb,1,500,1000,0.02,50,499500,1.0,0.14834185872751307,0.3725725725725726,0.6568463626135583,0.21081081081081082,5.547105375000683,33089400,,
spieceasi_glasso,1,500,1000,0.02,50,499500,1.0,0.0783096767229748,0.5393393393393393,0.6747083897241197,0.2105105105105105,18.386692875001245,48123218,,
falcon_sr_strict,1,500,1000,0.02,50,499500,1.0,0.9981998199819982,0.8268268268268268,0.6844858895380845,0.06506506506506507,0.1161795419993723,64027400,,
falcon_sr_fast,1,500,1000,0.02,50,71937,0.4248248248248248,0.9978002199780022,0.9677191328934966,0.6469441268197167,0.06506506506506507,0.10007837500052119,48017872,,
falcon_sr_fast_calibrated,1,500,1000,0.02,50,71937,0.4248248248248248,0.9978002199780022,0.9677191328934966,0.6469441268197167,0.06506506506506507,1.8693579169994337,76044302,,permutation_base_only
sparcc_py,2,500,1000,0.02,50,499500,1.0,1.0,0.8358358358358359,0.6968781541239714,0.08368368368368369,0.01320737500100222,44157832,,
pearson_clr,2,500,1000,0.02,50,499500,1.0,0.9791976225854383,0.8342342342342343,0.6961368101365242,0.08068068068068068,0.007769750000079512,16579704,,
pearson_raw,2,500,1000,0.02,50,499500,1.0,0.0769147846709427,0.8564564564564564,0.6313387475849939,0.11561561561561562,0.005157792000318295,20013136,,
spieceasi_mb,2,500,1000,0.02,50,499500,1.0,0.1644035200186491,0.3926926926926927,0.6675711607707889,0.22602602602602603,4.575036541998998,33089400,,
spieceasi_glasso,2,500,1000,0.02,50,499500,1.0,0.09180327868852459,0.5593593593593593,0.6854148188146472,0.22532532532532532,7.592251000000033,48117313,,
falcon_sr_strict,2,500,1000,0.02,50,499500,1.0,0.9981998199819982,0.8358358358358359,0.6968762192357216,0.08358358358358359,0.15092454200021166,64027400,,
falcon_sr_fast,2,500,1000,0.02,50,70909,0.4419419419419419,0.9970014992503748,0.9657984144960362,0.6579149272456866,0.08378378378378379,0.09515662499870814,48017872,,
falcon_sr_fast_calibrated,2,500,1000,0.02,50,70909,0.4419419419419419,0.9970014992503748,0.9657984144960362,0.6579149272456866,0.08378378378378379,2.0976212909990863,75987243,,permutation_base_only
